,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
822,Angel,De Anda,The Dream,"5' 9""",225 lbs.,--,Orthodox,18,6,0
823,Yorgan,De Castro,The Mad Titan,"6' 0""",250 lbs.,"74.0""",Orthodox,6,3,0
824,Geraldo,de Freitas,Spartan,"5' 7""",135 lbs.,"72.0""",Orthodox,12,6,0
825,Philip,De Fries,,"6' 5""",250 lbs.,"79.0""",Orthodox,12,6,0
826,Chris,de la Rocha,,"6' 3""",250 lbs.,"80.0""",Orthodox,5,3,0
827,Montana,De La Rosa,,"5' 7""",125 lbs.,"68.0""",Orthodox,12,8,1
828,Mark,De La Rosa,Bumblebee,"5' 6""",135 lbs.,"65.0""",Orthodox,11,5,0
829,Mike,de la Torre,El Cucuy,"5' 11""",145 lbs.,"71.0""",Orthodox,14,7,0
830,Rodrigo,de Lima,Monstro,"5' 7""",155 lbs.,--,Orthodox,8,3,1
831,Edilberto,de Oliveira,Crocota,"6' 0""",170 lbs.,--,Orthodox,29,15,2
832,Johil,de Oliveira,,"5' 6""",170 lbs.,--,Orthodox,17,15,1
833,Jorge,de Oliveira,Blade,"5' 8""",155 lbs.,--,Orthodox,9,2,0
834,Isabela,de Padua,Belinha,"5' 3""",125 lbs.,"64.0""",Orthodox,5,2,0
835,Gloria,de Paula,Glorinha,"5' 5""",115 lbs.,"67.0""",Orthodox,6,5,0
836,Germaine,de Randamie,The Iron Lady,"5' 9""",135 lbs.,"71.0""",Orthodox,10,4,0
837,Crezio,de Souza,,--,170 lbs.,--,Orthodox,1,2,0
838,Carl,Deaton,The Anishinaabe Kid,"5' 7""",155 lbs.,"69.0""",Orthodox,17,6,0
839,Tom,DeBlass,,"6' 0""",185 lbs.,--,Orthodox,9,2,0
840,Issac,DeJesus,,--,145 lbs.,--,,12,7,1
841,Rafael,Del Real,,"5' 11""",225 lbs.,--,,6,20,0
842,Shane,del Rosario,,"6' 4""",250 lbs.,--,Southpaw,11,2,0
843,Wallen,Del Rosario,,"5' 4""",125 lbs.,"67.0""",Orthodox,8,2,0
844,Humberto,DeLeon,,--,135 lbs.,--,,7,7,0
845,Rolando,Delgado,Roli,"6' 3""",155 lbs.,"77.0""",Orthodox,11,6,1
846,Israel,Delgado,,"5' 10""",155 lbs.,--,,0,2,0
847,Ante,Delija,Walking Trouble,"6' 4""",245 lbs.,--,Orthodox,17,3,0
848,Jack,Della Maddalena,,"5' 11""",170 lbs.,"73.0""",Switch,14,2,0
849,Roland,Delorme,,"5' 9""",135 lbs.,"71.0""",Orthodox,9,5,0
850,Jon,Delos Reyes,The Heat,"5' 6""",125 lbs.,"67.0""",Orthodox,8,5,0
851,Jason,DeLucia,,"5' 11""",190 lbs.,--,Southpaw,33,21,1
852,Justin,DeMoney,,--,170 lbs.,--,,15,7,1
853,Vanessa,Demopoulos,Lil Monster,"5' 2""",115 lbs.,"59.0""",Orthodox,9,5,0
854,Chris,Dempsey,,"5' 10""",185 lbs.,"72.0""",Orthodox,11,5,0
855,Nick,Denis,The Ninja of Love,"5' 7""",135 lbs.,--,Orthodox,11,3,0
856,Jhonata,Deniz,,--,--,--,,5,0,0
857,Thomas,Denny,The Wildman,"5' 10""",170 lbs.,--,Orthodox,27,21,1
858,Robert,Densley,The Wrecker,"5' 9""",155 lbs.,--,,9,10,0
859,Jason,Dent,Dynamite,"5' 10""",155 lbs.,"71.0""",Orthodox,22,13,0
860,Mackenzie,Dern,,"5' 4""",115 lbs.,"63.0""",Orthodox,13,3,0
861,Booker,DeRousse,,"6' 2""",205 lbs.,--,,6,5,0
862,Tony,DeSouza,,"6' 0""",170 lbs.,"70.0""",Southpaw,11,4,0
863,Cory,Devela,The One,"5' 0""",185 lbs.,--,Orthodox,16,7,0
864,John,Devine,,--,--,--,,6,4,0
865,Edwin,DeWees,Babyface,"6' 1""",185 lbs.,--,Orthodox,38,17,0
866,Alessio,Di Chirico,Manzo,"6' 0""",185 lbs.,"74.0""",Orthodox,13,7,0
867,Micol,Di Segni,,"5' 3""",115 lbs.,"60.0""",Orthodox,7,3,0
868,Cyrille,Diabate,The Snake,"6' 6""",205 lbs.,"81.0""",Southpaw,19,10,1
869,Thomas,Diagne,,"6' 1""",154 lbs.,--,,6,6,1
870,Marc,Diakiese,Bonecrusher,"5' 10""",155 lbs.,"73.0""",Orthodox,16,6,0
871,Tyler,Diamond,,"5' 7""",145 lbs.,"69.0""",Orthodox,9,1,0
872,Blood,Diamond,,"5' 11""",170 lbs.,"76.0""",Switch,3,2,0
873,Eldo Xavier,Dias,,"5' 11""",180 lbs.,--,,0,1,0
874,Rafael,Dias,,"5' 9""",145 lbs.,--,Orthodox,17,12,2
875,Hacran,Dias,Barnabe,"5' 8""",155 lbs.,"69.0""",Orthodox,23,6,1
876,Nick,Diaz,,"6' 1""",170 lbs.,"76.0""",Southpaw,26,10,0
877,Nate,Diaz,,"6' 0""",170 lbs.,"76.0""",Southpaw,22,13,0
878,Michael,Diaz,,--,260 lbs.,--,,1,2,0
879,Ryan,Diaz,,--,145 lbs.,--,,13,14,0
880,Adrian,Diaz,,"5' 10""",145 lbs.,--,Southpaw,11,4,1
881,Ozzy,Diaz,,"6' 4""",185 lbs.,"79.0""",Orthodox,7,2,0
882,Mark,Dickman,Tricky,"5' 9""",145 lbs.,--,,11,3,0
883,Josh,Diekmann,The Freight Train,"5' 4""",246 lbs.,--,,15,8,0
884,Kyle,Dietz,,"5' 8""",135 lbs.,--,Orthodox,5,2,0
885,Seth,Dikun,,"5' 10""",135 lbs.,"69.0""",Orthodox,9,8,0
886,TJ,Dillashaw,,"5' 6""",135 lbs.,"67.0""",Orthodox,18,5,0
887,Ralph,Dillon,Rage,"6' 2""",205 lbs.,--,Orthodox,0,2,1
888,Drew,Dimanlig,,--,185 lbs.,--,,3,4,0
889,Rodolfo Marques,Diniz,,"5' 6""",135 lbs.,--,,23,9,1
890,Helio,Dipp,,"6' 5""",185 lbs.,--,Orthodox,6,3,0
891,Rico,DiSciullo,,"5' 8""",135 lbs.,--,Orthodox,9,2,0
892,Matt,Dixon,Magic,"5' 10""",170 lbs.,"75.0""",Switch,9,1,0
893,Melissa,Dixon,No Mess Mullins,--,135 lbs.,--,,5,0,0
894,John,Dixson,Big John,"6' 0""",275 lbs.,--,Orthodox,15,22,0
895,Anthony,Do,,"5' 4""",125 lbs.,--,,4,2,0
896,Russell,Doane,,"5' 7""",135 lbs.,"70.0""",Orthodox,15,8,0
897,Drew,Dober,,"5' 8""",155 lbs.,"70.0""",Southpaw,26,12,0
898,Shana,Dobson,Danger,"5' 6""",125 lbs.,"69.0""",Orthodox,4,5,0
899,AJ,Dobson,,"6' 1""",185 lbs.,"76.0""",Orthodox,6,2,0
900,David,Dodd,,"6' 2""",200 lbs.,--,Orthodox,4,7,0
901,John,Dodson,The Magician,"5' 3""",135 lbs.,"66.0""",Orthodox,22,12,0
902,Joe,Doerksen,El Dirte,"6' 0""",185 lbs.,"75.0""",Orthodox,51,16,0
903,Mike,Dolce,Skull Cracker,"5' 11""",185 lbs.,--,,5,10,0
904,Roman,Dolidze,,"6' 2""",185 lbs.,"76.0""",Orthodox,12,2,0
905,Cameron,Dollar,,"5' 11""",155 lbs.,--,Orthodox,11,5,0
906,CB,Dollaway,The Doberman,"6' 2""",185 lbs.,"76.0""",Orthodox,17,9,0
907,Dennis,Dombrow,,--,145 lbs.,--,,7,5,0
908,OJ,Dominguez,,--,--,--,,0,1,0
909,John,Donaldson,J.T.,"5' 8""",145 lbs.,--,,2,2,0
910,Cody,Donovan,Donnybrook,"6' 3""",205 lbs.,"74.0""",Orthodox,8,5,0
911,Houston,Dorr,,"6' 1""",210 lbs.,--,Orthodox,1,2,0
912,Rafael,Dos Anjos,,"5' 8""",170 lbs.,"70.0""",Southpaw,32,14,0
913,Junior,Dos Santos,Cigano,"6' 4""",238 lbs.,"77.0""",Orthodox,21,9,0
914,Geronimo,dos Santos,Mondragon,"6' 3""",264 lbs.,--,Orthodox,39,19,0
915,Antonio,Dos Santos,Junior Alpha,"5' 10""",185 lbs.,--,Orthodox,6,4,0
916,Anderson,Dos Santos,Berinja,"5' 5""",135 lbs.,"70.0""",Orthodox,21,9,0
917,Acacio,Dos Santos,Pequeno,"6' 4""",205 lbs.,"79.0""",Orthodox,14,5,0
918,Felipe,dos Santos,Lipe Detona,--,125 lbs.,--,,7,0,0
919,Tiago,dos Santos e Silva,Trator,"5' 9""",145 lbs.,"70.0""",Orthodox,20,7,2
920,Oleksandr,Doskalchuk,,"5' 6""",125 lbs.,--,Southpaw,10,2,0
921,David,Douglas,Tarzan,"5' 11""",155 lbs.,--,,9,7,0
922,Damion,Douglas,,--,170 lbs.,--,,4,1,0
923,Cedric,Doumbe,,"5' 10""",170 lbs.,--,,2,0,0
924,John,Dowdy,,--,--,--,,0,1,0
925,Jordan,Dowdy,,--,170 lbs.,--,,4,3,0
926,Danny,Downes,,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0
927,Derek,Downey,,"6' 1""",185 lbs.,--,Orthodox,11,4,0
928,John,Doyle,The Iron Bull,"5' 11""",205 lbs.,--,Orthodox,11,22,0
929,Edson,Drago,,"6' 4""",220 lbs.,--,Orthodox,11,7,0
930,Kyle,Driscoll,KD,"5' 11""",145 lbs.,"74.0""",Orthodox,12,3,0
931,Chris,Drumm,,"5' 8""",145 lbs.,--,,0,1,0
932,Tomasz,Drwal,Gorilla,"6' 1""",205 lbs.,"76.0""",Orthodox,21,5,1
933,Robert,Drysdale,,"6' 3""",205 lbs.,--,Orthodox,7,0,0
934,Dricus,Du Plessis,Stillknocks,"6' 1""",185 lbs.,"76.0""",Switch,19,2,0
935,Hugo,Duarte,,"6' 0""",240 lbs.,--,Orthodox,6,3,0
936,Antonio,Duarte,Tigre,"5' 7""",135 lbs.,--,,19,7,0
937,Joe,Duarte,,--,155 lbs.,--,,10,4,0
938,Emily,Ducote,Gordinha,"5' 2""",115 lbs.,"63.0""",Orthodox,12,8,0
939,Viktoriia,Dudakova,,"5' 5""",115 lbs.,"67.0""",Orthodox,6,0,0
940,Milana,Dudieva,,"5' 3""",135 lbs.,--,Orthodox,11,6,0
941,Adin,Duenas,,"5' 6""",145 lbs.,--,,6,1,0
942,Todd,Duffee,,"6' 3""",260 lbs.,"78.0""",Orthodox,9,3,0
943,Joe,Duffy,Irish,"5' 10""",155 lbs.,"73.0""",Orthodox,16,5,0
944,Alexis,Dufresne,Sneaky Zebra,"5' 9""",135 lbs.,--,Orthodox,6,3,0
945,Jessamyn,Duke,The Gun,"5' 11""",135 lbs.,"73.0""",Orthodox,3,5,0
946,Isaac,Dulgarian,The Midwest Choppa,"5' 7""",145 lbs.,--,Orthodox,5,0,0
947,Kelly,Dullanty,Psycho,"5' 8""",155 lbs.,--,Orthodox,4,2,0
948,Sedriques,Dumas,The Reaper,"6' 2""",185 lbs.,"79.0""",Orthodox,7,1,0
949,Norma,Dumont,The Immortal,"5' 7""",145 lbs.,"67.0""",Orthodox,9,2,0
950,Chris,Duncan,The Problem,"5' 10""",155 lbs.,"71.0""",Orthodox,10,1,0
951,Christian Leroy,Duncan,CLD,"6' 2""",185 lbs.,"79.0""",Switch,8,0,0
952,Evan,Dunham,,"5' 10""",155 lbs.,"70.0""",Southpaw,18,9,1
953,Alex,Dunworth,,"5' 8""",155 lbs.,--,,2,2,0
954,Tom,Duquesnoy,Fire Kid,"5' 7""",135 lbs.,"68.0""",Orthodox,16,2,0
955,Albert,Duraev,,"5' 11""",185 lbs.,"75.0""",Orthodox,16,4,0
956,Reuben,Duran,,"5' 7""",135 lbs.,"71.0""",Orthodox,11,7,1
957,Cody,Durden,,"5' 7""",125 lbs.,"67.0""",Southpaw,15,4,1
958,Luiz,Dutra,Besouro,"5' 11""",170 lbs.,--,Orthodox,13,6,1
959,Rilley,Dutro,,"5' 8""",125 lbs.,--,Orthodox,11,4,0
960,Bill,Duvall,,"6' 2""",185 lbs.,--,Southpaw,1,2,0
961,Merab,Dvalishvili,The Machine,"5' 6""",135 lbs.,"68.0""",Orthodox,16,4,0
962,David,Dvorak,Undertaker,"5' 5""",125 lbs.,"68.0""",Orthodox,20,6,0
963,Matt,Dwyer,,"6' 4""",170 lbs.,"76.0""",Orthodox,9,4,0
964,Rolando,Dy,Dy Incredible,"5' 8""",145 lbs.,"69.0""",Orthodox,9,7,1
965,Ben,Earwood,,"5' 8""",170 lbs.,--,Orthodox,12,3,0
966,Cody,East,The Freight Train,"6' 3""",245 lbs.,--,Orthodox,12,3,0
967,Marvin,Eastman,The Beastman,"5' 9""",185 lbs.,"73.0""",Orthodox,18,15,1
968,Mike,Easton,The Hulk,"5' 6""",135 lbs.,"70.0""",Southpaw,13,6,0
969,Maurice,Eazel,,"5' 7""",135 lbs.,--,,7,15,0
970,Vincent,Eazelle,The Real Deal,"5' 11""",155 lbs.,--,,9,2,0
971,Ross,Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,20,10,0
972,Brian,Ebersole,Bad Boy,"6' 0""",170 lbs.,"73.0""",Southpaw,51,18,1
973,Roybert,Echeverria,The Unbroken,"5' 5""",125 lbs.,"67.0""",Switch,7,1,0
974,Mark,Eddiva,,"5' 8""",145 lbs.,"68.0""",Orthodox,6,3,0
975,Frankie,Edgar,The Answer,"5' 6""",135 lbs.,"68.0""",Orthodox,23,11,1
976,Abdul-Kerim,Edilov,,"6' 2""",205 lbs.,--,Orthodox,17,4,0
977,Johnny,Eduardo,,"5' 7""",135 lbs.,"71.0""",Orthodox,28,13,0
978,Yves,Edwards,,"5' 9""",155 lbs.,"73.0""",Southpaw,42,22,1
979,Justin,Edwards,Fast Eddy,"5' 10""",155 lbs.,"70.0""",Orthodox,9,5,0
980,Leon,Edwards,Rocky,"6' 2""",170 lbs.,"74.0""",Southpaw,21,3,0
981,Te,Edwards,,"5' 8""",155 lbs.,"72.0""",Orthodox,6,3,0
982,Adli,Edwards,,--,145 lbs.,--,,4,1,0
983,Joselyne,Edwards,La Pantera,"5' 8""",135 lbs.,"70.0""",Orthodox,13,4,0
984,Tom,Egan,,"5' 11""",170 lbs.,--,Orthodox,7,5,0
985,Stephanie,Egger,,"5' 6""",135 lbs.,"68.0""",Orthodox,8,4,0
986,Justin,Eilers,The Hammer,"6' 1""",235 lbs.,--,Orthodox,19,7,1
987,Jon Olav,Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,6,3,0
988,Per,Eklund,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,1
989,John,Elam,,--,--,--,,2,0,0
990,Evan,Elder,The Phenom,"5' 10""",155 lbs.,"72.0""",Switch,7,2,0
991,John Paul,Elias,,"6' 4""",205 lbs.,--,,3,1,0
992,Joao,Elias,Alicate,"5' 3""",125 lbs.,"64.0""",Southpaw,17,4,1
993,Saul,Elizondo,,"5' 7""",135 lbs.,--,,6,8,0
994,Darren,Elkins,The Damage,"5' 10""",145 lbs.,"71.0""",Orthodox,27,11,0
995,Jake,Ellenberger,The Juggernaut,"5' 9""",170 lbs.,"71.0""",Orthodox,31,15,0
996,Joe,Ellenberger,Excalibur,"5' 9""",155 lbs.,"72.0""",Orthodox,15,2,0
997,Tim,Elliott,,"5' 7""",125 lbs.,"66.0""",Southpaw,20,12,1
998,Oban,Elliott,Evil,--,170 lbs.,--,,8,2,0
999,Eddy,Ellis,Fast,"5' 9""",170 lbs.,--,Orthodox,21,16,1
1000,Lisa,Ellis,,"5' 4""",115 lbs.,--,,15,11,0
1001,Anna,Elmose,Panda,"5' 3""",115 lbs.,--,Orthodox,3,2,0
1002,Cameron,Else,Camchida,"5' 9""",135 lbs.,"71.0""",Switch,10,6,0
1003,Aaron,Ely,The Cyborg,"5' 8""",135 lbs.,--,,5,2,0
1004,Sovannahry,Em,The Sweet Savage,"5' 4""",135 lbs.,--,,3,1,0
1005,Ramazan,Emeev,Gorets,"5' 10""",170 lbs.,"76.0""",Southpaw,20,6,0
1006,Aleksander,Emelianenko,,"6' 6""",255 lbs.,--,Orthodox,23,7,0
1007,Fedor,Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74.0""",Orthodox,36,5,0
1008,Rob,Emerson,The Saint,"5' 9""",155 lbs.,"70.0""",Orthodox,18,12,0
1009,Jamall,Emmers,Pretty Boy,"5' 10""",145 lbs.,"74.0""",Orthodox,19,6,0
1010,Josh,Emmett,CC0,"5' 6""",145 lbs.,"70.0""",Orthodox,18,3,0
1011,Marius,Enache,,"5' 11""",155 lbs.,--,,3,3,0
1012,Kevin,Engel,The Hitman,"6' 2""",170 lbs.,--,,5,1,0
1013,Kolton,Englund,White Assassin,"5' 10""",155 lbs.,"69.0""",Orthodox,9,4,0
1014,Oliver,Enkamp,,"6' 0""",170 lbs.,"77.0""",Switch,7,2,0
1015,Alex,Enlund,,"5' 10""",145 lbs.,--,Orthodox,14,2,0
1016,Kenny,Ento,Tha' Dragon,"6' 2""",192 lbs.,--,,14,15,0
1017,Ian,Entwistle,Enty,"5' 5""",135 lbs.,--,Orthodox,9,3,0
1018,Andy,Enz,Tank Mode,"6' 3""",185 lbs.,"78.0""",Orthodox,10,4,0
1019,Won Jin,Eoh,,"5' 7""",160 lbs.,--,Orthodox,5,5,1
1020,Josh,Epps,,--,130 lbs.,--,,6,7,0
1021,Steve,Erceg,Astroboy,"5' 8""",125 lbs.,"68.0""",Orthodox,10,1,0
1022,Tom,Erikson,The Big Cat,"6' 3""",280 lbs.,--,Orthodox,9,4,1
1023,Konstantin,Erokhin,,"5' 11""",230 lbs.,--,Orthodox,9,3,0
1024,Julian,Erosa,Juicy J,"6' 1""",145 lbs.,"74.0""",Southpaw,28,12,0
1025,Jarno,Errens,,"5' 11""",145 lbs.,"73.0""",Orthodox,13,4,1
1026,Nick,Ertl,,"5' 9""",155 lbs.,--,,8,6,0
1027,Chel,Erwin-Davis,The First Sun,"6' 0""",170 lbs.,--,,5,1,0
1028,Bobby,Escalante,,--,130 lbs.,--,,5,6,0
1029,Eric,Esch,Butterbean,"5' 11""",350 lbs.,--,Orthodox,15,10,1
1030,Pro,Escobedo,,--,205 lbs.,--,,1,0,0
1031,Cole,Escovedo,Apache Kid,"5' 7""",135 lbs.,"72.0""",Orthodox,17,9,0
1032,Efrain,Escudero,Hecho En Mexico,"5' 9""",155 lbs.,"71.0""",Orthodox,28,12,0
1033,Evan,Esguerra,,--,145 lbs.,--,,8,7,0
1034,Carla,Esparza,Cookie Monster,"5' 1""",115 lbs.,"63.0""",Orthodox,20,7,0
1035,Juan,Espino,El Guapo,"6' 3""",255 lbs.,"80.0""",,11,2,0
1036,Jordan,Espinosa,The Gamer,"5' 6""",125 lbs.,"69.0""",Orthodox,15,9,0
1037,Jodie,Esquibel,,"5' 1""",115 lbs.,"64.0""",Orthodox,6,6,0
1038,Rafael,Estevam,Macapa,"5' 8""",125 lbs.,"69.0""",Orthodox,11,0,0
1039,Achilles,Estremadura,,"5' 10""",155 lbs.,"68.0""",Orthodox,7,1,0
1040,Shaun,Etchell,The Buzzsaw,"5' 7""",125 lbs.,"68.0""",Switch,7,3,0
1041,Terry,Etim,,"6' 1""",155 lbs.,"73.0""",Orthodox,16,5,0
1042,Fred,Ettish,,"6' 0""",180 lbs.,--,Southpaw,1,1,0
1043,Scott,Ettling,,--,135 lbs.,--,,4,2,0
1044,Sijara,Eubanks,SarJ,"5' 4""",125 lbs.,"67.0""",Orthodox,8,7,0
1045,Billy,Evangelista,,"5' 8""",155 lbs.,"68.0""",Orthodox,13,3,0
1046,Rashad,Evans,Suga,"6' 0""",205 lbs.,"75.0""",Orthodox,19,8,1
1047,Doug,Evans,,"5' 9""",155 lbs.,--,Orthodox,13,10,0
1048,Ashlee,Evans-Smith,Rebel Girl,"5' 8""",135 lbs.,"67.0""",Orthodox,6,5,0
1049,Dan,Evensen,The Viking,"6' 3""",250 lbs.,--,Orthodox,11,4,0
1050,Tonya,Evinger,Triple Threat,"5' 7""",135 lbs.,"70.0""",Orthodox,19,8,0
1051,Movsar,Evloev,,"5' 7""",145 lbs.,"72.0""",Orthodox,17,0,0
1052,Andre,Ewell,Mr. Highlight,"5' 8""",145 lbs.,"75.0""",Southpaw,17,9,0
1053,Neal,Ewing,,--,185 lbs.,--,,6,0,0
1054,Jessica,Eye,Evil,"5' 6""",125 lbs.,"66.0""",Orthodox,15,11,0
1055,Edward,Faaloloto,,--,155 lbs.,"70.0""",,2,5,0
1056,Urijah,Faber,The California Kid,"5' 6""",135 lbs.,"67.0""",Orthodox,35,11,0
1057,Melinda,Fabian,,"5' 6""",125 lbs.,"66.0""",,4,4,2
1058,Wagnney,Fabiano,The Silencer,"5' 6""",145 lbs.,"69.0""",Southpaw,16,4,0
1059,Bartosz,Fabinski,The Butcher,"6' 0""",170 lbs.,"75.0""",Orthodox,15,5,0
1060,Ron,Faircloth,,"5' 9""",205 lbs.,--,Orthodox,33,20,0
1061,Jason,Fairn,,"6' 1""",230 lbs.,--,,4,5,0
1062,Zarah,Fairn,Infinite,"5' 8""",145 lbs.,"72.0""",Orthodox,6,5,0
1063,Rinat,Fakhretdinov,Gladiator,"6' 0""",170 lbs.,"74.0""",Orthodox,20,1,0
1064,Maiquel,Falcao,Big Rig,"5' 11""",185 lbs.,--,Orthodox,37,10,0
1065,Pedro,Falcao,Pedrinho,"5' 6""",135 lbs.,"66.0""",Orthodox,15,3,0
1066,Brodie,Farber,,"6' 1""",170 lbs.,--,Orthodox,16,7,0
1067,Joao Paulo,Faria,,"5' 9""",155 lbs.,--,,1,1,0
1068,Kalindra,Faria,,"5' 7""",125 lbs.,--,Switch,18,8,1
1069,Chance,Farrar,,"5' 9""",145 lbs.,--,Southpaw,8,3,0
1070,Rico,Farrington,The Triggerman,"6' 4""",170 lbs.,"79.0""",Southpaw,7,3,0
1071,Kelly,Faszholz,,"5' 8""",135 lbs.,--,Orthodox,4,2,0
1072,Rodney,Faverus,,"6' 0""",215 lbs.,--,Southpaw,25,20,3
1073,Paul,Felder,The Irish Dragon,"5' 11""",155 lbs.,"70.0""",Orthodox,17,6,0
1074,Carlos,Felipe,Boi,"6' 0""",245 lbs.,"75.0""",Orthodox,11,2,0
1075,JP,Felty,,--,170 lbs.,--,,4,5,0
1076,Feng,Pengchao,,--,135 lbs.,--,,15,9,1
1077,Kevin,Ferguson,Kimbo Slice,"6' 2""",235 lbs.,"77.0""",Orthodox,5,2,0
1078,Rhadi,Ferguson,,"5' 7""",205 lbs.,--,,3,0,0
1079,Tony,Ferguson,El Cucuy,"5' 11""",155 lbs.,"76.0""",Orthodox,26,8,0
1080,Josh,Ferguson,Taz,"5' 5""",125 lbs.,--,Orthodox,10,5,0
1081,CJ,Fernandes,,"6' 2""",170 lbs.,--,,14,8,3
1082,Bibiano,Fernandes,,"5' 7""",139 lbs.,--,Orthodox,20,3,0
1083,Gabriella,Fernandes,Gabi,"5' 6""",125 lbs.,"66.0""",Southpaw,8,2,0
1084,Emily,Fernandez,,--,--,--,,0,0,0
1085,Lucas,Fernando,,--,185 lbs.,--,,9,1,0
1086,Alexandre,Ferreira,Cacareco,"5' 7""",205 lbs.,--,Orthodox,18,6,0
1087,Cezar,Ferreira,Mutante,"6' 1""",185 lbs.,"78.0""",Southpaw,13,8,0
1088,Diego,Ferreira,,"5' 9""",155 lbs.,"74.0""",Orthodox,18,5,0
1089,Erisson,Ferreira,Gato,"5' 6""",125 lbs.,"70.0""",Orthodox,12,2,0
1090,Brunno,Ferreira,The Hulk,"5' 10""",185 lbs.,"72.0""",Orthodox,10,0,0
1091,Scott,Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,4,2,0
1092,Timo,Feucht,,"6' 3""",205 lbs.,"79.0""",Orthodox,8,1,0
1093,Andre,Fialho,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,7,0
1094,Drew,Fickett,The Master,"5' 10""",155 lbs.,"70.0""",Orthodox,42,21,0
1095,Scott,Fiedler,,"6' 4""",235 lbs.,--,Orthodox,0,1,0
1096,Ron,Fields,Killing,"6' 2""",200 lbs.,--,Orthodox,28,32,1
1097,Michal,Figlak,Mad Dog,"5' 10""",155 lbs.,"70.0""",Orthodox,8,1,0
1098,Deiveson,Figueiredo,Deus da Guerra,"5' 5""",125 lbs.,"68.0""",Orthodox,21,3,1
1099,Francisco,Figueiredo,Sniper,"5' 6""",125 lbs.,"68.0""",Southpaw,13,5,1
1100,Anthony,Figueroa,,"5' 4""",135 lbs.,--,Orthodox,11,8,1
1101,Edwin,Figueroa,El Feroz,"5' 7""",135 lbs.,"69.0""",Orthodox,9,5,0
1102,Paulo,Filho,,"5' 8""",185 lbs.,--,Southpaw,23,6,3
1103,Jafel,Filho,Pastor,"5' 7""",125 lbs.,"68.0""",Orthodox,14,3,0
1104,Andre,Fili,Touchy,"5' 11""",145 lbs.,"74.0""",Orthodox,22,9,0
1105,Mirko,Filipovic,Cro Cop,"6' 2""",230 lbs.,"73.0""",Southpaw,35,11,2
1106,Brady,Fink,,"6' 0""",183 lbs.,--,Orthodox,2,3,0
1107,Jesse,Finney,,"6' 0""",170 lbs.,--,,5,1,0
1108,Jan,Finney,Cuddles,"5' 8""",135 lbs.,--,Orthodox,11,12,0
1109,Luigi,Fioravanti,,"5' 8""",170 lbs.,"70.0""",Orthodox,26,15,0
1110,Nick,Fiore,,"5' 10""",155 lbs.,"72.0""",Orthodox,6,2,0
1111,Manon,Fiorot,The Beast,"5' 7""",125 lbs.,"65.0""",Orthodox,10,1,0
1112,Luiz,Firmino,Buscape,"5' 6""",154 lbs.,--,Orthodox,19,8,0
1113,Spencer,Fisher,The King,"5' 7""",155 lbs.,"68.0""",Southpaw,24,9,0
1114,Chris,Fishgold,,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,1
1115,Bryanna,Fissori,,"5' 4""",145 lbs.,--,,2,4,0
1116,Jon,Fitch,,"6' 0""",170 lbs.,"74.0""",Orthodox,30,7,1
1117,Isi,Fitikefu,Doxz,"5' 10""",205 lbs.,--,,6,0,0
1118,Rafael,Fiziev,Ataman,"5' 8""",155 lbs.,"71.0""",Switch,12,2,0
1119,Colin,Fletcher,The Freakshow,"6' 2""",155 lbs.,--,Orthodox,14,8,0
1120,AJ,Fletcher,The Ghost,"5' 10""",170 lbs.,"67.0""",Switch,10,2,0
1121,Jimmy,Flick,The Brick,"5' 7""",125 lbs.,"68.0""",Orthodox,16,6,0
1122,Luke,Flores,,"6' 0""",155 lbs.,"73.0""",Southpaw,9,2,0
1123,Ty,Flores,Big Medicine,"6' 3""",205 lbs.,"73.0""",Switch,7,3,0
1124,Alejandro,Flores,El Gallito,"5' 10""",145 lbs.,"73.0""",Orthodox,17,3,0
1125,Kenny,Florian,KenFlo,"5' 10""",145 lbs.,"74.0""",Southpaw,14,6,0
1126,Darrius,Flowers,Beast Mode,"5' 9""",170 lbs.,"71.0""",Orthodox,12,5,1
1127,Cody,Floyd,,--,--,--,,2,0,0
1128,Bobby,Flynn,,--,170 lbs.,--,,6,4,0
1129,Caros,Fodor,The Future,"5' 9""",155 lbs.,"74.0""",Orthodox,11,6,0
1130,Mal,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,5,0
1131,Matt,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,4,0
1132,AJ,Fonseca,,"5' 4""",145 lbs.,--,,5,4,0
1133,Rob,Font,,"5' 8""",135 lbs.,"71.0""",Orthodox,20,6,0
1134,Claudionor,Fontinelle,,"5' 5""",185 lbs.,--,Orthodox,10,15,1
1135,Jesse,Forbes,Kid Hercules,"6' 2""",185 lbs.,"75.0""",Southpaw,15,5,0
1136,Sterling,Ford,,"5' 10""",155 lbs.,--,,15,7,0
