,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
1044,Sijara,Eubanks,SarJ,162.0,56.7,170.0,Orthodox,8,7,0
1045,Billy,Evangelista,,172.0,70.3,172.0,Orthodox,13,3,0
1046,Rashad,Evans,Suga,182.0,93.0,190.0,Orthodox,19,8,1
1047,Doug,Evans,,175.0,70.3,,Orthodox,13,10,0
1048,Ashlee,Evans-Smith,Rebel Girl,172.0,61.2,170.0,Orthodox,6,5,0
1049,Dan,Evensen,The Viking,190.0,113.4,,Orthodox,11,4,0
1050,Tonya,Evinger,Triple Threat,170.0,61.2,177.0,Orthodox,19,8,0
1051,Movsar,Evloev,,170.0,65.8,182.0,Orthodox,17,0,0
1052,Andre,Ewell,Mr. Highlight,172.0,65.8,190.0,Southpaw,17,9,0
1053,Neal,Ewing,,,83.9,,,6,0,0
1054,Jessica,Eye,Evil,167.0,56.7,167.0,Orthodox,15,11,0
1055,Edward,Faaloloto,,,70.3,177.0,,2,5,0
1056,Urijah,Faber,The California Kid,167.0,61.2,170.0,Orthodox,35,11,0
1057,Melinda,Fabian,,167.0,56.7,167.0,,4,4,2
1058,Wagnney,Fabiano,The Silencer,167.0,65.8,175.0,Southpaw,16,4,0
1059,Bartosz,Fabinski,The Butcher,182.0,77.1,190.0,Orthodox,15,5,0
1060,Ron,Faircloth,,175.0,93.0,,Orthodox,33,20,0
1061,Jason,Fairn,,185.0,104.3,,,4,5,0
1062,Zarah,Fairn,Infinite,172.0,65.8,182.0,Orthodox,6,5,0
1063,Rinat,Fakhretdinov,Gladiator,182.0,77.1,187.0,Orthodox,20,1,0
1064,Maiquel,Falcao,Big Rig,180.0,83.9,,Orthodox,37,10,0
1065,Pedro,Falcao,Pedrinho,167.0,61.2,167.0,Orthodox,15,3,0
1066,Brodie,Farber,,185.0,77.1,,Orthodox,16,7,0
1067,Joao Paulo,Faria,,175.0,70.3,,,1,1,0
1068,Kalindra,Faria,,170.0,56.7,,Switch,18,8,1
1069,Chance,Farrar,,175.0,65.8,,Southpaw,8,3,0
1070,Rico,Farrington,The Triggerman,193.0,77.1,200.0,Southpaw,7,3,0
1071,Kelly,Faszholz,,172.0,61.2,,Orthodox,4,2,0
1072,Rodney,Faverus,,182.0,97.5,,Southpaw,25,20,3
1073,Paul,Felder,The Irish Dragon,180.0,70.3,177.0,Orthodox,17,6,0
1074,Carlos,Felipe,Boi,182.0,111.1,190.0,Orthodox,11,2,0
1075,JP,Felty,,,77.1,,,4,5,0
1076,Feng,Pengchao,,,61.2,,,15,9,1
1077,Kevin,Ferguson,Kimbo Slice,187.0,106.6,195.0,Orthodox,5,2,0
1078,Rhadi,Ferguson,,170.0,93.0,,,3,0,0
1079,Tony,Ferguson,El Cucuy,180.0,70.3,193.0,Orthodox,26,8,0
1080,Josh,Ferguson,Taz,165.0,56.7,,Orthodox,10,5,0
1081,CJ,Fernandes,,187.0,77.1,,,14,8,3
1082,Bibiano,Fernandes,,170.0,63.0,,Orthodox,20,3,0
1083,Gabriella,Fernandes,Gabi,167.0,56.7,167.0,Southpaw,8,2,0
1085,Lucas,Fernando,,,83.9,,,9,1,0
1086,Alexandre,Ferreira,Cacareco,170.0,93.0,,Orthodox,18,6,0
1087,Cezar,Ferreira,Mutante,185.0,83.9,198.0,Southpaw,13,8,0
1088,Diego,Ferreira,,175.0,70.3,187.0,Orthodox,18,5,0
1089,Erisson,Ferreira,Gato,167.0,56.7,177.0,Orthodox,12,2,0
1090,Brunno,Ferreira,The Hulk,177.0,83.9,182.0,Orthodox,10,0,0
1091,Scott,Ferrozzo,The Pitbull,180.0,146.5,,Orthodox,4,2,0
1092,Timo,Feucht,,190.0,93.0,200.0,Orthodox,8,1,0
1093,Andre,Fialho,,182.0,77.1,187.0,Orthodox,16,7,0
1094,Drew,Fickett,The Master,177.0,70.3,177.0,Orthodox,42,21,0
1095,Scott,Fiedler,,193.0,106.6,,Orthodox,0,1,0
1096,Ron,Fields,Killing,187.0,90.7,,Orthodox,28,32,1
1097,Michal,Figlak,Mad Dog,177.0,70.3,177.0,Orthodox,8,1,0
1098,Deiveson,Figueiredo,Deus da Guerra,165.0,56.7,172.0,Orthodox,21,3,1
1099,Francisco,Figueiredo,Sniper,167.0,56.7,172.0,Southpaw,13,5,1
1100,Anthony,Figueroa,,162.0,61.2,,Orthodox,11,8,1
1101,Edwin,Figueroa,El Feroz,170.0,61.2,175.0,Orthodox,9,5,0
1102,Paulo,Filho,,172.0,83.9,,Southpaw,23,6,3
1103,Jafel,Filho,Pastor,170.0,56.7,172.0,Orthodox,14,3,0
1104,Andre,Fili,Touchy,180.0,65.8,187.0,Orthodox,22,9,0
1105,Mirko,Filipovic,Cro Cop,187.0,104.3,185.0,Southpaw,35,11,2
1106,Brady,Fink,,182.0,83.0,,Orthodox,2,3,0
1107,Jesse,Finney,,182.0,77.1,,,5,1,0
1108,Jan,Finney,Cuddles,172.0,61.2,,Orthodox,11,12,0
1109,Luigi,Fioravanti,,172.0,77.1,177.0,Orthodox,26,15,0
1110,Nick,Fiore,,177.0,70.3,182.0,Orthodox,6,2,0
1111,Manon,Fiorot,The Beast,170.0,56.7,165.0,Orthodox,10,1,0
1112,Luiz,Firmino,Buscape,167.0,69.9,,Orthodox,19,8,0
1113,Spencer,Fisher,The King,170.0,70.3,172.0,Southpaw,24,9,0
1114,Chris,Fishgold,,172.0,65.8,172.0,Orthodox,18,4,1
1115,Bryanna,Fissori,,162.0,65.8,,,2,4,0
1116,Jon,Fitch,,182.0,77.1,187.0,Orthodox,30,7,1
1117,Isi,Fitikefu,Doxz,177.0,93.0,,,6,0,0
1118,Rafael,Fiziev,Ataman,172.0,70.3,180.0,Switch,12,2,0
1119,Colin,Fletcher,The Freakshow,187.0,70.3,,Orthodox,14,8,0
1120,AJ,Fletcher,The Ghost,177.0,77.1,170.0,Switch,10,2,0
1121,Jimmy,Flick,The Brick,170.0,56.7,172.0,Orthodox,16,6,0
1122,Luke,Flores,,182.0,70.3,185.0,Southpaw,9,2,0
1123,Ty,Flores,Big Medicine,190.0,93.0,185.0,Switch,7,3,0
1124,Alejandro,Flores,El Gallito,177.0,65.8,185.0,Orthodox,17,3,0
1125,Kenny,Florian,KenFlo,177.0,65.8,187.0,Southpaw,14,6,0
1126,Darrius,Flowers,Beast Mode,175.0,77.1,180.0,Orthodox,12,5,1
1128,Bobby,Flynn,,,77.1,,,6,4,0
1129,Caros,Fodor,The Future,175.0,70.3,187.0,Orthodox,11,6,0
1130,Mal,Foki,Twin Tiger,170.0,99.8,,Orthodox,5,5,0
1131,Matt,Foki,Twin Tiger,170.0,99.8,,Orthodox,5,4,0
1132,AJ,Fonseca,,162.0,65.8,,,5,4,0
1133,Rob,Font,,172.0,61.2,180.0,Orthodox,20,6,0
1134,Claudionor,Fontinelle,,165.0,83.9,,Orthodox,10,15,1
1135,Jesse,Forbes,Kid Hercules,187.0,83.9,190.0,Southpaw,15,5,0
1136,Sterling,Ford,,177.0,70.3,,,15,7,0
1137,Codale,Ford,Crunch Time,175.0,77.1,,,11,9,0
1138,Jussier,Formiga,,165.0,56.7,170.0,Orthodox,23,8,0
1139,Renee,Forte,,170.0,70.3,180.0,Orthodox,8,4,0
1140,Brianna,Fortino,The Bull,152.0,52.2,157.0,Southpaw,9,3,0
1141,Marcel,Fortuna,,185.0,93.0,187.0,Orthodox,9,3,0
1142,Brian,Foster,The Foster Boy,175.0,77.1,180.0,Orthodox,27,10,0
1143,Xavier,Foupa-Pokam,Professor X,185.0,83.9,,Open Stance,32,22,0
1144,Mason,Fowler,,180.0,77.1,,,2,0,0
1145,Brandon,Foxworth,,180.0,65.8,,Orthodox,18,4,0
1146,Hermes,Franca,,167.0,70.3,180.0,Orthodox,24,17,0
1147,Glaico,Franca Moreira,Nego,182.0,70.3,195.0,Orthodox,15,5,0
1148,Francisco,France,Kiko,182.0,93.0,,,13,5,1
1149,John,Franchi,,167.0,65.8,170.0,Orthodox,6,2,0
1150,Rich,Franklin,Ace,185.0,83.9,193.0,Southpaw,29,7,0
1151,Zoila,Frausto,Warrior Princess,162.0,61.2,,Orthodox,13,5,0
1152,Stephanie,Frausto,Lil Bovy,157.0,52.2,154.0,Orthodox,8,7,0
1153,Zane,Frazier,Nasty,195.0,113.4,,Orthodox,4,11,0
1154,Gary,Frazier,,182.0,111.1,,Orthodox,3,3,0
1155,Justin,Frazier,The Grizzly Bear,182.0,120.2,190.0,Southpaw,10,3,0
1156,Ian,Freeman,The Machine,180.0,102.1,,Orthodox,20,7,1
1157,Jason,Freeman,,187.0,102.1,,,6,4,0
1158,Willamy,Freire,Chiquerim,172.0,70.3,,,26,6,0
1159,Patricio,Freire,Pitbull,165.0,65.8,165.0,,26,4,0
1160,Patricky,Freire,Pitbull,170.0,70.3,180.0,,17,8,0
1161,Jeremy,Freitag,,185.0,93.0,,,6,10,0
1162,Rafael,Freitas,Capoeira,,93.0,,Orthodox,3,6,0
1163,Donavon,Frelow,,170.0,61.2,,Orthodox,6,3,0
1164,Josh,Fremd,,193.0,83.9,193.0,Orthodox,10,4,0
1165,Clay,French,,170.0,73.0,,Southpaw,19,7,0
1166,Mike,French,,177.0,65.8,,,9,10,0
1167,Matt,Frevola,The SteamRolla,175.0,70.3,180.0,Orthodox,11,3,1
1168,Jinh Yu,Frey,,160.0,52.2,165.0,Southpaw,11,9,0
1169,Artem,Frolov,,177.0,83.9,,,11,0,0
1170,Sarah,Frota,A Treta,167.0,56.7,175.0,Southpaw,9,2,0
1171,Don,Frye,The Predator,185.0,99.3,,Orthodox,20,9,1
1172,Tony,Fryklund,The Freak,182.0,83.9,,Orthodox,14,9,1
1173,Adam,Fugitt,,185.0,77.1,195.0,Southpaw,9,4,0
1174,Jesse,Fujarczyk,The Ronin,193.0,102.1,,Southpaw,2,2,0
1175,Katsuhisa,Fujii,Shamoji,182.0,93.0,,Orthodox,9,18,1
1176,Megumi,Fujii,Mega Megu,160.0,51.3,,,26,3,0
1177,Kazuyuki,Fujita,Ironhead,182.0,106.6,,Orthodox,15,12,0
1178,Keisuke,Fujiwara,,167.0,63.0,,Switch,17,12,5
1179,Riki,Fukuda,,182.0,83.9,185.0,Southpaw,24,9,0
1180,Masio,Fullen,Lobo,177.0,65.8,177.0,Orthodox,11,7,0
1181,Travis,Fulton,The Ironman,182.0,108.9,,Orthodox,253,53,10
1183,Masakatsu,Funaki,,182.0,83.9,,Southpaw,39,13,2
1184,Ricardo,Funch,Golden Boy,177.0,77.1,187.0,Southpaw,9,6,0
1185,Katsuaki,Furuki,,182.0,76.2,,,1,1,0
1186,James,Gabert,,,80.7,,,6,4,0
1187,Gustavo,Gabriel,,167.0,56.7,,Orthodox,13,1,0
1188,Claudia,Gadelha,Claudinha,162.0,52.2,160.0,Orthodox,18,5,0
1189,Alavutdin,Gadjiev,,187.0,83.9,,Orthodox,18,13,1
1190,Justin,Gaethje,The Highlight,180.0,70.3,177.0,Orthodox,24,4,0
1191,Sheila,Gaff,The German Tank,165.0,61.2,,Orthodox,9,7,0
1192,Muin,Gafurov,Tajik,170.0,61.2,172.0,Southpaw,18,5,0
1193,Mitch,Gagnon,,165.0,61.2,165.0,Southpaw,12,5,0
1194,Brandon,Gaines,,190.0,83.9,,,5,21,0
1195,Travis,Galbraith,The Gladiator,182.0,77.1,,Orthodox,18,7,0
1196,Dave,Galera,Scarecrow,180.0,61.2,,Orthodox,5,1,0
1197,Zelg,Galesic,Benkei,187.0,83.9,,Orthodox,11,9,0
1198,Mickey,Gall,,187.0,77.1,187.0,Switch,7,5,0
1199,Daniel,Gallemore,Big Kansas,195.0,120.2,,,7,3,0
1200,Tom,Gallicchio,Da Tank,177.0,77.1,,Southpaw,19,10,0
1201,Turrell,Galloway,,160.0,65.8,,,8,6,0
1202,Eric,Galvan,,,70.3,,,0,0,0
1203,Andre,Galvao,,170.0,76.2,,Orthodox,5,2,0
1204,Marcos,Galvao,Loro,170.0,61.2,,Orthodox,18,8,1
1205,Lucas,Gamaza,,,77.1,,,8,4,0
1206,Joey,Gambino,The Raging Warrior,170.0,65.8,,Orthodox,9,2,0
1207,Manvel,Gamburyan,The Anvil,165.0,61.2,170.0,Orthodox,15,10,0
1208,Mateusz,Gamrot,Gamer,177.0,70.3,177.0,Southpaw,22,2,0
1209,Shamil,Gamzatov,,187.0,93.0,193.0,Orthodox,14,1,0
1210,Ariel,Gandulla,,180.0,93.0,,Orthodox,7,9,0
1211,Ciryl,Gane,Bon Gamin,193.0,111.1,205.0,Orthodox,11,2,0
1212,Sean,Gannon,The Cannon,190.0,120.2,,Southpaw,2,1,0
1213,Junye,Gao,,,56.7,,,19,12,0
1214,Eduardo,Garagorri,,175.0,65.8,177.0,Orthodox,13,2,0
1215,Cody,Garbrandt,No Love,172.0,61.2,165.0,Orthodox,13,5,0
1216,Leonard,Garcia,Bad Boy,177.0,65.8,172.0,Orthodox,18,13,1
1217,Edgar,Garcia,,177.0,77.1,180.0,Orthodox,14,5,0
1218,Alejandro,Garcia,Alex,170.0,65.8,,,14,10,0
1219,Alex,Garcia,The Dominican Nightmare,175.0,77.1,182.0,Orthodox,15,6,0
1220,Nick,Garcia,Nitro,162.0,56.7,,,8,3,0
1221,Steve,Garcia,Mean Machine,182.0,65.8,190.0,Southpaw,14,5,0
1222,Elias,Garcia,,165.0,56.7,170.0,Southpaw,6,2,0
1223,Rafa,Garcia,Gifted,170.0,70.3,177.0,Orthodox,16,3,0
1224,Fernie,Garcia,,170.0,61.2,170.0,Orthodox,10,3,0
1225,Rulon,Gardner,,190.0,120.2,,Orthodox,1,0,0
1226,David,Gardner,,180.0,70.3,,Orthodox,18,21,0
1227,Ian,Garry,The Future,190.0,77.1,187.0,Orthodox,12,0,0
1228,Pablo,Garza,The Scarecrow,185.0,65.8,185.0,Orthodox,12,4,0
1229,Azamat,Gashimov,,167.0,56.7,,Orthodox,8,3,0
1230,Brian,Gassaway,,185.0,77.1,,Orthodox,29,20,2
1231,Kelvin,Gastelum,,175.0,83.9,180.0,Southpaw,18,8,0
1232,Willie,Gates,,172.0,56.7,182.0,Orthodox,12,7,0
1233,Melissa,Gatto,,165.0,56.7,175.0,Orthodox,8,1,2
1234,Louis,Gaudinot,Goodnight,160.0,56.7,160.0,Orthodox,8,4,0
1235,Manuel,Gaxhja,,172.0,70.3,,Switch,7,0,0
1237,Charlene,Gellner,Princess,157.0,56.7,,,0,4,0
1238,Chad,George,Savage,167.0,61.2,172.0,Southpaw,16,8,0
1239,Paul,Georgieff,,187.0,77.1,,Orthodox,6,2,0
1240,Brian,Geraghty,Duke,170.0,70.3,,Orthodox,26,18,1
1241,Derek,Getzel,The Pretzel,182.0,70.3,,,8,5,0
1242,Karine,Gevorgyan,The Princess,162.0,56.7,160.0,,3,3,0
1243,Darrel,Gholar,,172.0,88.0,,Orthodox,5,6,0
1244,Tiki,Ghosn,,177.0,77.1,,Orthodox,10,7,1
1245,Christos,Giagos,The Spartan,177.0,70.3,180.0,Orthodox,20,10,0
1246,Joe,Giannetti,,182.0,70.3,187.0,Southpaw,6,1,0
1247,Nick,Gibbons,,177.0,70.3,,,2,1,0
1248,James,Giboo,,180.0,77.1,,Orthodox,13,5,0
1249,Lance,Gibson,Fearless,175.0,83.9,,Orthodox,4,5,0
1250,Lee,Gibson,Lethal,170.0,70.3,,,12,4,0
1251,Cody,Gibson,The Renegade,177.0,61.2,180.0,Orthodox,15,7,0
1252,Chase,Gibson,El Guero,177.0,70.3,182.0,Orthodox,9,5,0
1253,Kenny,Giddens,,180.0,70.3,,,12,7,0
1254,Thomas,Gifford,The Young Lion,185.0,70.3,190.0,Orthodox,14,9,0
1255,Joseph,Gigliotti,Capo,180.0,83.9,,Orthodox,7,2,0
1256,Joey,Gilbert,,180.0,70.3,,Orthodox,2,3,0
1257,Trevin,Giles,,182.0,77.1,187.0,Orthodox,16,4,0
1258,Kultar,Gill,Black Mamba,182.0,69.9,,Orthodox,12,8,0
1259,Jesse,Gillespie,,,83.9,,,3,2,0
1260,Gregor,Gillespie,The Gift,170.0,70.3,180.0,Orthodox,14,1,0
1261,Jason,Gilliam,,182.0,77.1,,Orthodox,14,9,0
1262,Micheal,Gillmore,The Gentleman,180.0,77.1,182.0,Orthodox,6,5,0
1264,Alex,Gilpin,,170.0,65.8,,Orthodox,11,1,0
1265,Bob,Gilstrap,,190.0,90.7,,Orthodox,5,7,0
1266,Eperaim,Ginting,The Wolfman,162.0,61.2,162.0,Orthodox,6,1,0
1267,Demetrius,Gioulacos,,180.0,83.9,,,0,1,0
1268,Billy,Giovanella,Wolverine,172.0,56.7,,,9,5,0
1270,Israel,Giron,El Rojo,172.0,70.3,,,19,5,0
1271,Brandon,Girtz,Cold Roll,170.0,70.3,,,14,7,0
1272,Jason,Glaza,,182.0,104.3,,,3,2,0
1273,Mike,Glenn,,,93.0,,,5,6,0
1274,Ricky,Glenn,The Gladiator,182.0,70.3,177.0,Southpaw,22,7,2
1275,Mark,Godbeer,The Hand Of,193.0,108.9,195.0,Orthodox,13,4,0
1276,Clint,Godfrey,,167.0,61.2,,Southpaw,13,3,0
1277,Loopy,Godinez,,157.0,52.2,154.0,Orthodox,10,3,0
1278,Jason,Godsey,,187.0,104.3,,Orthodox,16,16,0
1279,Allan,Goes,,182.0,93.0,,Orthodox,10,5,2
1280,Billy,Goff,,,77.1,,Switch,8,2,0
1281,Amiran,Gogoladze,,185.0,77.1,187.0,Switch,14,3,0
1282,Jonny,Goh,,180.0,70.3,,,3,4,0
1283,Hannah,Goldy,24K,162.0,52.2,154.0,Orthodox,6,3,0
1284,Marcelo,Golm,,190.0,112.9,190.0,Orthodox,6,3,0
1285,Denise,Gomes,Dee,157.0,52.2,160.0,Orthodox,7,2,0
1286,Sergio,Gomez,,167.0,70.3,,Orthodox,10,3,0
1287,Frank,Gomez,,177.0,61.2,170.0,Orthodox,10,6,0
1288,Alan,Gomez,,,70.3,,,2,0,0
1289,David,Gomez,,,70.3,,,1,2,0
1290,Ulysses,Gomez,Useless,167.0,56.7,,Orthodox,9,5,0
1291,Joey,Gomez,KO King,177.0,61.2,185.0,Orthodox,6,2,0
1292,Luis,Gomez,Tiger Junior,170.0,65.8,172.0,Orthodox,4,1,0
1293,Joey,Gomez,,177.0,70.3,180.0,Orthodox,7,1,0
1294,Edson,Gomez,,172.0,77.1,175.0,Switch,6,2,0
1295,Silvana,Gomez Juarez,La Malvada,160.0,52.2,165.0,Orthodox,11,5,0
1296,Takanori,Gomi,The Fireball Kid,170.0,70.3,177.0,Southpaw,35,14,0
1297,William,Gomis,Jaguar,182.0,65.8,185.0,Southpaw,12,2,0
1298,Akihiro,Gono,,170.0,77.1,172.0,Switch,35,21,8
1299,Gabriel,Gonzaga,Napao,187.0,109.8,193.0,Orthodox,17,11,0
1300,Justin,Gonzales,J-Train,175.0,65.8,182.0,Orthodox,6,0,0
1301,Fernando,Gonzalez,The Menifee Maniac,175.0,77.1,172.0,Southpaw,26,14,0
1302,Nick,Gonzalez,The Ghost,167.0,70.3,,Orthodox,17,12,0
1303,Fabian,Gonzalez,,177.0,61.2,,,2,1,0
1304,Lewis,Gonzalez,Lethal,177.0,77.1,,Orthodox,11,3,0
1305,Jason,Gonzalez,Nicoya,187.0,70.3,187.0,Southpaw,11,5,0
1306,Pearl,Gonzalez,,162.0,52.2,,Orthodox,6,3,0
1307,Jorge,Gonzalez,Street,187.0,93.0,193.0,Orthodox,16,4,0
1308,Mikey,Gonzalez,Rolls,180.0,70.3,187.0,Orthodox,7,2,0
1309,Erick,Gonzalez,The Ghost Pepper,180.0,70.3,190.0,Orthodox,14,8,0
1310,Jennifer,Gonzalez,Jefa,157.0,56.7,,,13,5,0
1311,Kier,Gooch,,,70.3,,,2,7,0
1312,Lyman,Good,Cyborg,182.0,77.1,187.0,Orthodox,21,6,0
1313,Jared,Gooden,NiteTrain,182.0,77.1,195.0,Orthodox,22,9,0
1314,Gary,Goodridge,Big Daddy,190.0,112.9,,Orthodox,23,22,1
1315,Jordan,Goodwin,,,70.3,,,0,0,0
1316,Gerard,Gordeau,,195.0,98.0,,Orthodox,2,2,0
1317,Eddie,Gordon,Truck,182.0,83.9,193.0,Orthodox,8,4,0
1318,Jared,Gordon,Flash,175.0,70.3,172.0,Orthodox,19,6,0
1319,Tebaris,Gordon,Boom,185.0,120.2,,Orthodox,3,1,0
1320,Malcolm,Gordon,X,170.0,56.7,180.0,Switch,14,7,0
1321,Tresean,Gore,Mr. Vicious,182.0,83.9,190.0,Switch,5,2,0
1322,Alex,Gorgees,Hitman,187.0,70.3,187.0,Switch,6,1,0
1323,Themba,Gorimbo,The Answer,185.0,77.1,195.0,Orthodox,11,4,0
1324,Tim,Gorman,The Psycho,165.0,61.2,,Southpaw,9,4,0
1325,Chase,Gormley,,190.0,120.2,,Orthodox,14,6,0
1326,Jonathan,Goulet,The Road Warrior,182.0,77.1,185.0,Orthodox,23,12,0
1327,Thibault,Gouti,GT,177.0,70.3,182.0,Orthodox,12,5,0
1328,Wilson,Gouveia,,185.0,83.9,193.0,Orthodox,14,8,0
1329,Todd,Gouwenberg,,185.0,93.0,,Orthodox,9,5,0
1331,Justin,Governale,The Therapist,,65.8,,,5,5,0
1332,Damian,Grabowski,The Polish Pitbull,185.0,109.3,190.0,Orthodox,20,5,0
1333,Royce,Gracie,,185.0,79.4,,Southpaw,15,2,3
1334,Crosley,Gracie,,175.0,86.2,,Orthodox,2,2,0
1335,Daniel,Gracie,,187.0,102.1,,Orthodox,5,4,1
1336,Ralph,Gracie,,175.0,83.0,,Orthodox,6,1,0
1337,Renzo,Gracie,,177.0,83.9,,Orthodox,13,7,1
1338,Rickson,Gracie,,177.0,83.9,,Switch,11,0,0
1339,Rodrigo,Gracie,,182.0,83.0,,Orthodox,6,2,1
1340,Royler,Gracie,,172.0,68.0,,Southpaw,5,5,1
1341,Ryan,Gracie,,175.0,90.7,,Orthodox,5,2,0
1342,Ralek,Gracie,,187.0,95.3,,Orthodox,3,1,0
1343,Rolles,Gracie,,193.0,109.8,,Orthodox,8,4,0
1344,Cesar,Gracie,,177.0,82.1,,Orthodox,0,1,0
1345,Roger,Gracie,,193.0,83.9,200.0,Orthodox,8,2,0
1346,Igor,Gracie,,180.0,77.1,,,5,4,0
1347,Neiman,Gracie,,182.0,77.1,,,6,0,0
1348,Kron,Gracie,,175.0,65.8,177.0,Southpaw,5,2,0
1349,Bogdan,Grad,,,70.3,,,11,1,0
1350,Steven,Graham,,185.0,131.5,,Orthodox,2,1,0
1351,Scott,Graham,,193.0,83.9,,Orthodox,3,1,0
1352,Miranda,Granger,Danger,170.0,52.2,172.0,Orthodox,7,3,0
1353,TJ,Grant,,177.0,70.3,182.0,Orthodox,21,5,0
1354,Davey,Grant,Dangerous,172.0,61.2,175.0,Orthodox,15,6,0
1355,Dwight,Grant,The Body Snatcher,185.0,83.9,193.0,Switch,11,6,0
1356,Alexa,Grasso,,165.0,56.7,167.0,Orthodox,16,3,0
1357,Tony,Gravely,,165.0,61.2,175.0,Orthodox,23,9,0
1358,Michael,Graves,,177.0,77.1,180.0,Orthodox,6,0,1
1359,Shelton,Graves,The Gravedigger,187.0,115.7,193.0,Southpaw,7,3,0
1360,James,Gray,The Phenom,175.0,61.2,,Orthodox,4,1,0
1361,Kevin,Gray,Pocket Herc,162.0,56.7,170.0,Orthodox,9,4,0
1362,Sam,Greco,,187.0,93.0,,Orthodox,3,1,1
1363,Bobby,Green,King,177.0,70.3,180.0,Orthodox,29,14,1
1364,Desmond,Green,The Predator,177.0,70.3,185.0,Southpaw,23,8,0
1365,Gabe,Green,Gifted,177.0,77.1,185.0,Switch,11,5,0
1366,Maurice,Greene,The Crochet Boss,200.0,117.0,203.0,Orthodox,9,7,0
1367,Matt,Grice,The Real One,172.0,65.8,177.0,Orthodox,15,5,0
1368,Forrest,Griffin,,190.0,93.0,195.0,Orthodox,19,7,0
1369,Tyson,Griffin,,167.0,65.8,172.0,Orthodox,16,8,0
1370,Max,Griffin,Pain,180.0,77.1,193.0,Orthodox,19,9,0
1371,Jordan,Griffin,Native Psycho,177.0,65.8,185.0,Southpaw,18,9,0
1372,Chad,Griggs,The Grave Digger,185.0,93.0,185.0,Orthodox,11,3,0
1373,Charalampos,Grigoriou,The Ferocious,,61.2,,,7,3,0
1374,Chuck,Grigsby,The Reverend,198.0,93.0,,Orthodox,23,10,0
1375,Rodrigo,Gripp de Sousa,Riscado,180.0,93.0,,Orthodox,7,9,0
1376,Maxim,Grishin,Maximus,190.0,93.0,198.0,Orthodox,32,10,2
1377,Josh,Grispi,The Fluke,180.0,65.8,187.0,Orthodox,14,5,0
1378,Garrett,Gross,,175.0,70.3,,Orthodox,11,7,0
1379,Kendall,Grove,Da Spyder,198.0,83.9,200.0,Orthodox,23,17,0
1380,Neil,Grove,Goliath,198.0,120.2,,Orthodox,12,8,1
1381,Chris,Gruetzemacher,Gritz,172.0,70.3,172.0,Orthodox,15,5,0
1382,Vik,Grujic,The Spartan,180.0,77.1,185.0,Orthodox,6,6,0
1383,Mike,Grundy,,170.0,65.8,182.0,Orthodox,12,4,0
1384,Wang,Guan,The Dongbei Tiger,175.0,65.8,180.0,Orthodox,20,1,1
1385,Nandor,Guelmino,The Hun,190.0,104.3,,,11,5,1
1386,Fabricio,Guerreiro,,177.0,65.8,,,21,5,0
1387,Raine,Guerrero,,,52.2,,,5,1,0
1388,Shannon,Gugerty,,177.0,70.3,180.0,Orthodox,15,7,0
1389,Clay,Guida,The Carpenter,170.0,70.3,177.0,Orthodox,38,20,0
1390,Jason,Guida,,177.0,97.1,,,19,28,0
1391,Melvin,Guillard,The Young Assassin,175.0,70.3,180.0,Orthodox,32,18,2
1392,Chris,Guillen,,182.0,108.9,,Orthodox,13,16,0
1393,Marcelo,Guimaraes,Magrao,182.0,83.9,185.0,Orthodox,9,2,1
1394,Leonardo,Guimaraes,Leleco,182.0,83.9,,Orthodox,11,5,0
1395,Brad,Gumm,,180.0,77.1,,Orthodox,10,6,1
1396,John,Gunderson,Quick Guns,175.0,70.3,175.0,Orthodox,35,16,2
1397,John,Gunther,The Machine,175.0,70.3,182.0,Orthodox,5,1,0
1398,Jorge,Gurgel,,170.0,70.3,175.0,Orthodox,14,10,0
1399,Fabio,Gurgel,,182.0,93.0,,Orthodox,3,2,0
1400,Gugun,Gusman,The Tiger,170.0,61.2,172.0,Orthodox,8,4,0
1401,Andre,Gusmao,,182.0,93.0,,Orthodox,6,3,0
1402,Alexander,Gustafsson,The Mauler,195.0,93.0,200.0,Orthodox,18,8,0
1403,Justin,Guthrie,,185.0,77.1,,,18,9,0
1404,Horacio,Gutierrez,The Punisher,177.0,65.8,,,4,3,0
1405,Chris,Gutierrez,El Guapo,175.0,61.2,170.0,Orthodox,19,4,2
1406,Mando,Gutierrez,El Toro,167.0,61.2,177.0,Southpaw,7,2,0
1407,Mike,Guymon,The Joker,182.0,77.1,187.0,Orthodox,15,6,1
1408,Chelsea,Hackett,Hammer,162.0,56.7,167.0,Switch,3,1,1
1409,Keith,Hackney,The Giant Killer,180.0,90.7,,Sideways,2,2,0
1410,Jake,Hadley,White Kong,170.0,56.7,177.0,Southpaw,10,1,0
1411,Steve,Hadsel,,172.0,77.1,,,3,0,0
1412,Damir,Hadzovic,The Bosnian Bomber,175.0,70.3,177.0,Orthodox,14,7,0
1413,Tim,Hague,The Trashing Machine,193.0,117.9,193.0,Orthodox,21,13,0
1414,Yazan,Hajeh,Yazzle Dazzle,175.0,65.8,,Orthodox,6,1,0
1416,Kevin,Haley,The North Woods Nightmare,187.0,93.0,,,6,4,0
1417,Mark,Hall,,182.0,86.2,,Orthodox,5,6,0
1418,Uriah,Hall,Prime Time,182.0,83.9,200.0,Orthodox,18,11,0
